"State","Speed","Gender","Age"
"North Carolina",55,"Male",24
"South Carolina",55,"Male",39
"Michigan",0,"Male",37
"Mississippi",10,"Male",33
"Colorado",60,"Female",30
"Arizona",10,"Male",30
"New York",0,"Male",47
"Virginia",45,"Female",23
"New York",0,"Male",22
"California",0,"Male",85
"Colorado",65,"Female",74
"Florida",70,"Male",38
"Louisiana",65,"Male",58
"Massachusetts",0,"Female",71
"Florida",79,"Male",27
"Nevada",78,"Male",26
"Florida",40,"Female",30
"New Mexico",45,"Female",13
"Kansas",0,"Male",67
"Georgia",0,"Female",51
"Louisiana",35,"Male",36
"Ohio",25,"Male",28
"Arizona",10,"Male",18
"California",0,"Female",86
"South Dakota",53,"Male",21
"Texas",0,"Male",41
"Florida",35,"Male",19
"California",0,"Male",74
"North Carolina",50,"Male",22
"Virginia",49,"Female",18
"Pennsylvania",40,"Male",23
"New Jersey",49,"Female",69
"Louisiana",35,"Male",62
"South Carolina",25,"Male",47
"South Dakota",49,"Male",16
"Minnesota",23,"Male",55
"California",30,"Male",27
"Florida",30,"Female",83
"Florida",50,"Female",84
"Illinois",77,"Male",8
"North Carolina",75,"Male",27
"Florida",55,"Male",19
"California",55,"Male",57
"South Carolina",45,"Female",25
"California",30,"Male",46
"Colorado",35,"Female",64
"California",40,"Male",32
"Arkansas",0,"Female",22
"North Carolina",55,"Male",41
"Florida",30,"Female",41
"California",33,"Male",32
"Illinois",0,"Male",10
"Louisiana",0,"Female",58
"Pennsylvania",118,"Male",26
"Nevada",103,"Male",24
"Arizona",0,"Male",44
"Michigan",0,"Male",45
"North Carolina",40,"Male",71
"South Carolina",97,"Male",32
"California",0,"Male",44
"Texas",0,"Female",91
"Georgia",0,"Female",24
"South Carolina",91,"Male",4
"Florida",71,"Male",44
"Florida",70,"Male",22
"North Carolina",45,"Male",55
"Florida",55,"Male",9
"South Carolina",55,"Male",48
"California",0,"Female",37
"Louisiana",55,"Female",2
"South Carolina",40,"Male",41
"Arizona",20,"Male",61
"Ohio",60,"Female",46
"California",38,"Male",30
"Wisconsin",65,"Female",62
"Alabama",20,"Male",90
"Florida",0,"Female",45
"Ohio",30,"Female",29
"Florida",10,"Female",68
"Utah",5,"Male",84
"Louisiana",55,"Male",68
"Colorado",20,"Female",74
"California",0,"Male",67
"Florida",55,"Female",49
"Montana",66,"Female",30
"Florida",45,"Male",59
"Virginia",35,"Male",29
"South Carolina",60,"Male",54
"Pennsylvania",35,"Female",75
"Florida",45,"Male",31
"South Carolina",45,"Male",60
"Georgia",0,"Female",28
"Wisconsin",75,"Male",15
"Illinois",29,"Male",22
"Pennsylvania",70,"Female",41
"California",40,"Female",31
"Florida",60,"Male",37
"Alabama",70,"Male",68
"Florida",0,"Female",67
"Florida",0,"Male",53
"Ohio",30,"Male",58
"New Jersey",0,"Female",32
"Florida",60,"Male",26
"Pennsylvania",50,"Male",68
"Nevada",80,"Male",69
"Florida",50,"Female",20
"California",40,"Female",79
"Florida",80,"Male",39
"California",55,"Male",55
"Texas",0,"Male",14
"Minnesota",58,"Female",47
"Arizona",41,"Male",26
"Florida",45,"Female",39
"Oregon",0,"Female",60
"Colorado",40,"Male",19
"Virginia",55,"Male",20
"Pennsylvania",60,"Male",51
"Ohio",60,"Male",9
"Pennsylvania",50,"Male",23
"Idaho",0,"Male",60
"California",40,"Male",27
"Florida",35,"Male",31
"Missouri",0,"Female",31
"California",80,"Male",52
"South Carolina",45,"Male",50
"Massachusetts",0,"Male",22
"Alabama",50,"Male",70
"California",0,"Male",44
"North Carolina",75,"Male",20
"Pennsylvania",80,"Male",38
"New York",53,"Male",44
"Florida",43,"Female",14
"Texas",0,"Male",5
"North Carolina",55,"Female",1
"Arizona",65,"Male",34
"Colorado",25,"Male",20
"Pennsylvania",55,"Male",46
"Texas",0,"Female",52
"California",100,"Male",32
"Indiana",65,"Female",21
"Ohio",60,"Male",79
"Arizona",0,"Male",57
"Alabama",60,"Male",61
"Missouri",60,"Male",17
"North Carolina",55,"Male",34
"California",58,"Female",54
"Louisiana",55,"Female",30
"California",75,"Male",52
"Colorado",35,"Male",20
"Florida",25,"Female",57
"South Dakota",48,"Female",21
"North Carolina",100,"Male",40
"California",0,"Male",53
"North Carolina",55,"Male",44
"Florida",75,"Male",25
"Tennessee",0,"Male",35
"New York",100,"Male",47
"Missouri",46,"Male",16
"California",10,"Male",47
"California",80,"Male",26
"Florida",55,"Female",26
"Iowa",0,"Female",52
"North Carolina",50,"Male",47
"Alabama",15,"Male",24
"California",33,"Male",31
"Alabama",80,"Male",22
"Florida",50,"Male",26
"Ohio",30,"Male",53
"California",75,"Female",27
"Louisiana",25,"Male",4
"Virginia",15,"Female",20
"California",0,"Male",40
"Louisiana",57,"Female",60
"Colorado",70,"Female",55
"Arizona",0,"Male",58
"Florida",45,"Male",51
"Florida",30,"Female",20
"California",38,"Male",53
"Dist of Columbia",0,"Male",27
"South Dakota",62,"Male",33
"California",60,"Female",22
"Virginia",35,"Male",31
"Arizona",43,"Male",74
"Indiana",0,"Male",19
"Texas",0,"Female",54
"California",35,"Male",50
"Ohio",55,"Female",21
"California",55,"Male",17
"Louisiana",70,"Male",24
"Florida",90,"Male",25
"North Carolina",110,"Male",37
"Pennsylvania",35,"Male",31
"Florida",30,"Female",22
"North Carolina",16,"Female",56
"Colorado",55,"Male",31
"Massachusetts",0,"Male",54
"California",45,"Male",2
"Missouri",86,"Male",23
"Kentucky",0,"Female",50
"Wyoming",65,"Female",15
"North Carolina",55,"Female",2
"Alabama",55,"Female",29
"North Carolina",69,"Male",22
"Arizona",40,"Male",41
"Florida",30,"Female",29
"North Carolina",45,"Female",36
"Ohio",0,"Male",50
"New York",14,"Male",24
"Mississippi",50,"Male",57
"Kentucky",65,"Female",2
"North Carolina",0,"Male",57
"California",25,"Male",50
"Arizona",40,"Male",12
"California",80,"Male",30
"North Carolina",10,"Male",75
"Kentucky",80,"Male",19
"California",55,"Male",56
"California",0,"Male",65
"Florida",55,"Male",67
"Florida",70,"Female",2
"California",0,"Female",73
"Florida",25,"Female",50
"Virginia",0,"Female",47
"North Carolina",55,"Female",19
"Louisiana",75,"Male",28
"Wisconsin",55,"Female",29
"Colorado",55,"Male",43
"Missouri",48,"Male",58
"Maryland",0,"Female",56
"California",65,"Male",53
"Arizona",65,"Female",43
"New York",0,"Male",30
"North Carolina",0,"Male",53
"South Carolina",45,"Male",53
"Ohio",70,"Male",13
"Virginia",0,"Male",37
"Pennsylvania",65,"Male",6
"Alabama",0,"Male",22
"Florida",50,"Male",31
"Alabama",0,"Male",5
"North Carolina",55,"Male",22
"California",0,"Male",22
"Colorado",40,"Female",62
"South Dakota",10,"Male",59
"Florida",10,"Male",29
"Georgia",0,"Male",71
"Louisiana",70,"Female",66
"North Carolina",55,"Female",17
"Arizona",50,"Female",49
"Wisconsin",65,"Female",57
"Utah",60,"Male",74
"Pennsylvania",65,"Male",35
"Louisiana",55,"Female",62
"Florida",40,"Male",31
"Utah",70,"Male",24
"Nevada",48,"Male",18
"Florida",45,"Male",66
"Arizona",35,"Female",69
"California",10,"Female",86
"Arizona",49,"Male",26
"Alabama",60,"Male",20
"Florida",65,"Male",23
"Arizona",50,"Male",62
"California",50,"Female",30
"Virginia",0,"Male",52
"Florida",45,"Female",37
"North Carolina",70,"Male",38
"Louisiana",35,"Male",44
"Florida",45,"Male",50
"Florida",35,"Male",15
"North Carolina",5,"Male",46
"South Dakota",82,"Male",10
"Kentucky",65,"Female",48
"New Jersey",0,"Male",37
"Florida",35,"Male",43
"Wisconsin",70,"Male",20
"Florida",45,"Male",33
"Florida",0,"Male",67
"North Carolina",0,"Male",24
"Florida",75,"Female",18
"South Carolina",93,"Male",22
"Colorado",0,"Male",44
"Florida",70,"Female",61
"North Carolina",55,"Male",26
"Ohio",45,"Female",56
"Texas",0,"Female",18
"Alabama",5,"Female",39
"Colorado",15,"Male",22
"Virginia",80,"Male",66
"North Carolina",0,"Female",28
"Pennsylvania",78,"Male",27
"California",0,"Male",67
"Pennsylvania",70,"Male",18
"Florida",60,"Female",58
"Georgia",0,"Male",46
"Ohio",0,"Male",51
"California",50,"Male",47
"Kentucky",28,"Female",9
"Florida",0,"Male",58
"South Carolina",10,"Female",44
"Ohio",5,"Female",89
"Utah",45,"Female",42
"New York",65,"Male",21
"Florida",30,"Male",54
"Virginia",65,"Male",65
"California",60,"Male",27
"Louisiana",70,"Male",51
"Kentucky",73,"Female",19
"Kentucky",50,"Male",36
"California",48,"Male",49
"Louisiana",35,"Male",36
"Michigan",0,"Male",64
"California",68,"Male",53
"Texas",0,"Male",41
"California",65,"Female",65
"Texas",0,"Male",16
"Illinois",0,"Male",64
"South Carolina",20,"Male",62
"Colorado",0,"Male",42
"Florida",35,"Male",59
"Florida",91,"Female",21
"Kentucky",55,"Male",31
"California",55,"Female",17
"North Carolina",80,"Male",54
"Mississippi",0,"Male",40
"North Carolina",10,"Male",40
"North Dakota",35,"Male",55
"California",0,"Male",58
"South Carolina",50,"Male",35
"South Carolina",41,"Female",62
"Utah",0,"Female",5
"California",0,"Female",17
"Virginia",65,"Male",22
"South Carolina",0,"Male",48
"South Carolina",10,"Female",37
"Ohio",0,"Male",31
"New Mexico",0,"Male",65
"New Jersey",0,"Male",49
"Wisconsin",0,"Male",23
"Pennsylvania",55,"Male",45
"Pennsylvania",100,"Male",28
"Florida",45,"Male",19
"Ohio",50,"Male",20
"Wyoming",80,"Male",26
"Alabama",55,"Female",41
"Virginia",35,"Female",34
"Colorado",7,"Male",21
"California",80,"Male",29
"Louisiana",55,"Male",19
"Maryland",0,"Male",53
"California",45,"Male",8
"Texas",69,"Male",25
"Alabama",85,"Male",27
"Mississippi",55,"Male",55
"California",0,"Female",17
"Louisiana",120,"Male",21
"Georgia",0,"Male",62
"Colorado",55,"Female",62
"California",0,"Male",26
"New Jersey",0,"Male",18
"Kentucky",30,"Male",17
"Indiana",0,"Male",68
"North Carolina",0,"Male",31
"Colorado",15,"Female",71
"Utah",10,"Male",10
"Louisiana",70,"Female",6
"North Carolina",120,"Male",29
"Florida",55,"Female",65
"Arizona",43,"Male",18
"Ohio",40,"Male",31
"South Carolina",40,"Male",48
"Florida",55,"Male",38
"Virginia",60,"Female",55
"Vermont",88,"Female",18
"Florida",35,"Female",80
"California",38,"Male",66
"Kentucky",0,"Male",48
"Pennsylvania",0,"Male",75
"Utah",35,"Female",10
"Indiana",0,"Male",46
"Virginia",50,"Male",9
"North Carolina",55,"Female",48
"North Carolina",45,"Male",51
"Minnesota",60,"Male",70
"Colorado",15,"Male",24
"North Carolina",0,"Male",24
"North Carolina",75,"Male",35
"California",65,"Male",19
"Louisiana",0,"Male",53
"South Carolina",40,"Male",45
"California",80,"Female",21
"North Carolina",45,"Male",72
"Alabama",70,"Female",50
"Alabama",0,"Male",38
"Wyoming",35,"Male",59
"North Carolina",70,"Male",36
"North Carolina",90,"Male",28
"Florida",35,"Female",51
"Florida",45,"Male",18
"South Dakota",55,"Male",41
"South Dakota",38,"Male",54
"Utah",65,"Male",21
"Kentucky",50,"Male",56
"Florida",45,"Female",17
"California",55,"Male",50
"California",68,"Female",10
"South Carolina",35,"Female",54
"South Carolina",109,"Female",22
"California",20,"Female",35
"Texas",0,"Female",13
"Wyoming",30,"Female",35
"North Carolina",55,"Female",57
"Illinois",74,"Female",42
"South Carolina",35,"Male",82
"South Carolina",39,"Male",18
"Arizona",75,"Male",42
"Oregon",0,"Male",45
"South Carolina",20,"Male",74
"Florida",55,"Female",5
"Florida",15,"Female",85
"Virginia",50,"Female",72
"Kentucky",45,"Male",51
"South Carolina",40,"Female",33
"Kentucky",45,"Male",63
"Alabama",66,"Female",15
"California",70,"Male",46
"South Carolina",45,"Male",41
"Florida",50,"Male",27
"Illinois",40,"Male",74
"North Carolina",35,"Male",28
"Florida",45,"Female",32
"Pennsylvania",50,"Female",51
"South Carolina",55,"Male",59
"South Carolina",60,"Male",75
"Louisiana",55,"Female",68
"Ohio",45,"Female",22
"Kentucky",28,"Male",24
"South Carolina",45,"Female",22
"Virginia",70,"Female",5
"Wyoming",58,"Male",15
"Mississippi",65,"Female",3
"North Carolina",45,"Male",37
"California",60,"Male",26
"Florida",0,"Male",85
"Missouri",62,"Male",58
"Wyoming",65,"Male",30
"South Carolina",0,"Male",76
"Colorado",40,"Male",54
"Virginia",80,"Female",50
"Virginia",51,"Male",31
"California",60,"Female",32
"Pennsylvania",0,"Male",35
"Pennsylvania",40,"Male",64
"North Carolina",60,"Male",4
"Florida",0,"Male",33
"Missouri",45,"Female",55
"Pennsylvania",45,"Male",17
"Nevada",32,"Male",46
"North Carolina",80,"Male",45
"North Carolina",65,"Male",67
"Illinois",0,"Male",35
"Alabama",80,"Male",16
"Florida",20,"Male",64
"Connecticut",99,"Male",18
"Pennsylvania",65,"Female",65
"California",45,"Female",39
"Ohio",35,"Male",89
"Missouri",71,"Male",20
"Arizona",35,"Male",23
"Nebraska",0,"Male",58
"Ohio",60,"Male",53
"Arizona",45,"Male",2
"Louisiana",0,"Male",46
"Arizona",10,"Male",40
"South Carolina",30,"Female",47
"Massachusetts",65,"Female",66
"Florida",40,"Male",41
"California",70,"Female",60
"Florida",0,"Male",31
"Colorado",66,"Male",20
"North Carolina",80,"Male",61
"Florida",70,"Male",46
"Florida",65,"Male",58
"Pennsylvania",40,"Male",41
"South Carolina",45,"Female",54
"North Carolina",45,"Female",21
"Nevada",0,"Male",25
"Pennsylvania",55,"Male",35
"Florida",45,"Male",20
"California",45,"Female",17
"North Carolina",45,"Male",18
"California",0,"Male",75
"California",50,"Female",22
"Florida",0,"Male",29
"Louisiana",55,"Male",62
"Nevada",78,"Female",44
"Florida",55,"Male",9
"Florida",75,"Male",27
"Massachusetts",113,"Male",27
"North Carolina",55,"Male",59
"New York",0,"Male",73
"California",70,"Male",18
"Ohio",32,"Female",51
"Florida",70,"Male",35
"Colorado",45,"Male",55
"Virginia",55,"Male",17
"California",55,"Male",22
"Kentucky",53,"Male",25
"Virginia",50,"Male",75
"Pennsylvania",20,"Male",16
"Colorado",45,"Male",60
"North Carolina",55,"Female",33
"South Dakota",66,"Male",47
"Kentucky",67,"Male",28
"Alabama",55,"Male",29
"Arizona",55,"Male",15
"California",53,"Male",21
"Minnesota",20,"Male",56
"Virginia",55,"Male",24
"North Carolina",40,"Female",26
"California",100,"Female",23
"Florida",65,"Female",27
"Colorado",45,"Male",26
"Pennsylvania",15,"Male",30
"Nevada",68,"Female",48
"Alabama",60,"Male",25
"South Carolina",11,"Male",76
"Florida",40,"Male",52
"Pennsylvania",50,"Male",23
"Pennsylvania",35,"Male",9
"Florida",0,"Male",39
"Michigan",0,"Male",27
"Colorado",0,"Male",42
"New Jersey",0,"Male",71
"Colorado",40,"Male",50
"North Carolina",45,"Male",28
"Mississippi",45,"Male",67
"Texas",0,"Male",20
"Virginia",60,"Male",61
"Tennessee",0,"Male",9
"Missouri",12,"Female",19
"Ohio",40,"Female",59
"Pennsylvania",5,"Male",48
"California",0,"Female",59
"Missouri",68,"Male",64
"Illinois",0,"Male",57
"Ohio",84,"Male",24
"Pennsylvania",72,"Male",65
"Wisconsin",0,"Male",33
"Arizona",67,"Male",23
"Delaware",66,"Male",51
"Wisconsin",0,"Male",59
"California",0,"Male",47
"Missouri",50,"Female",17
"North Carolina",5,"Female",78
"Arizona",25,"Female",19
"Mississippi",10,"Female",75
"Florida",50,"Male",23
"Missouri",22,"Female",64
"Pennsylvania",45,"Female",17
"Wyoming",65,"Female",67
"Pennsylvania",40,"Male",19
"South Carolina",5,"Male",90
"Montana",45,"Male",27
"Colorado",25,"Male",74
"California",53,"Male",5
"Arkansas",0,"Male",26
"Louisiana",10,"Male",34
"Florida",15,"Female",77
"Florida",40,"Male",52
"Arizona",65,"Male",25
"Florida",60,"Male",31
"Colorado",40,"Female",16
"Missouri",36,"Female",31
"Illinois",0,"Female",31
"Arizona",0,"Female",48
"North Carolina",45,"Male",41
"Wisconsin",5,"Female",62
"Arizona",45,"Female",46
"Arizona",45,"Male",2
"California",20,"Female",84
"Louisiana",50,"Male",53
"Virginia",35,"Female",60
"California",70,"Female",34
"Michigan",0,"Female",12
"Ohio",40,"Female",35
"North Carolina",30,"Female",21
"North Carolina",65,"Female",17
"Texas",0,"Male",50
"Florida",45,"Male",33
"Florida",60,"Female",31
"Florida",0,"Female",91
"California",68,"Female",61
"Utah",45,"Female",17
"South Carolina",2,"Female",52
"North Carolina",55,"Female",43
"Georgia",54,"Female",67
"Florida",80,"Male",59
"California",38,"Female",39
"Colorado",65,"Female",19
"Mississippi",70,"Female",40
"California",45,"Male",43
"California",0,"Male",79
"Ohio",45,"Female",70
"Ohio",45,"Male",47
"Texas",0,"Male",36
"California",55,"Male",44
"Alabama",0,"Male",65
"Texas",0,"Male",55
"Washington",0,"Male",59
"North Carolina",60,"Male",22
"Ohio",3,"Female",51
"California",55,"Male",49
"North Carolina",75,"Male",20
"California",78,"Female",18
"Missouri",36,"Male",27
"Florida",50,"Female",48
"Florida",40,"Male",26
"South Carolina",10,"Female",56
"Florida",45,"Female",82
"Texas",0,"Male",37
"Arizona",0,"Male",55
"South Dakota",68,"Male",59
"Ohio",72,"Female",58
"California",0,"Female",55
"New Jersey",0,"Male",34
"New York",0,"Female",59
"Texas",0,"Female",23
"Virginia",80,"Female",41
"Florida",70,"Male",72
"Virginia",55,"Male",46
"California",55,"Male",18
"Alabama",55,"Male",72
"Florida",60,"Male",56
"Alabama",55,"Male",75
"North Carolina",65,"Male",68
"Missouri",0,"Male",2
"South Carolina",46,"Female",46
"Ohio",0,"Male",49
"Virginia",5,"Male",52
"North Carolina",55,"Male",59
"Nebraska",0,"Male",58
"Florida",90,"Male",17
"Virginia",59,"Male",47
"Pennsylvania",10,"Male",60
"Pennsylvania",40,"Female",2
"Texas",0,"Male",30
"South Carolina",5,"Female",5
"Florida",80,"Female",25
"Alabama",20,"Female",49
"Wisconsin",55,"Female",15
"South Carolina",80,"Female",2
"Pennsylvania",45,"Male",48
"North Carolina",55,"Female",48
"Florida",15,"Female",69
"South Carolina",65,"Male",47
"Florida",0,"Male",32
"Florida",55,"Male",28
"Florida",45,"Male",5
"California",0,"Female",71
"Mississippi",0,"Male",33
"Utah",40,"Male",30
"Illinois",0,"Male",40
"Maryland",0,"Female",49
"Florida",40,"Male",60
"Virginia",40,"Male",26
"Florida",35,"Male",50
"Mississippi",0,"Male",30
"Florida",0,"Female",31
"Colorado",0,"Male",72
"Florida",65,"Male",44
"California",20,"Male",46
"Virginia",60,"Male",47
"Ohio",5,"Male",39
"Florida",0,"Male",39
"North Carolina",55,"Female",24
"Louisiana",55,"Male",43
"Arizona",45,"Female",69
"California",35,"Female",27
"North Carolina",10,"Male",85
"Ohio",45,"Male",23
"North Carolina",40,"Male",62
"Florida",45,"Male",36
"Utah",30,"Male",15
"California",30,"Female",56
"Alabama",25,"Male",86
"Florida",40,"Male",55
"North Carolina",55,"Female",45
"Georgia",0,"Male",46
"Florida",10,"Male",40
"Colorado",35,"Female",71
"California",65,"Male",42
"Texas",0,"Male",54
"Virginia",0,"Female",39
"Ohio",50,"Male",28
"Alabama",15,"Female",15
"Minnesota",60,"Female",19
"California",10,"Female",14
"Nevada",34,"Female",30
"Florida",60,"Female",49
